LIA_NUM,DATE,APE_SICORE,LIB_SICORE,EVT_SICORE,AUTO,NAT_SICORE,SURF
J00010314912,2022-06-22 11:31:43,9602B,SOINS ESTHETIQUES,01P,M,99,
J00010239036,2022-06-06 19:31:41,6910Z,ACTIVITE JURIDIQUE,05P,X,,
J00010239176,2022-06-06 19:31:52,6831Z,NEGOCIATEUR IMMOBILIER INDEPENDANT,05P,X,,
J00010302719,2022-06-19 19:31:52,5911A,TELEPILOTAGE DE DRONE AVEC PRISE DE VUE AERIENNE  VIDEO ET PHOTO    MONTAGE VIDEO,01P,X,,
J00010239440,2022-06-06 19:32:19,6201Z,DEVELOPPEUR INFORMATIQUE,01P,X,,
J00010332708,2022-06-26 19:32:04,1813Z,COMMUNITY MANAGEMENT  WEB DESIGN  ILLUSTRATION  REDACTION SEO  CONSEILS EN STRATEGIE DE COMMUNICATION ,01P,X,,
J00010306207,2022-06-20 19:37:29,6202A,CONSEIL EN SYSTEMES ET LOGICIELS INFORMATIQUES,01P,X,,
J00010326189,2022-06-24 19:33:01,9529Z,HOMME DE TOUTES MAINS BRICOLAGE,01P,C,99,
J00010289908,2022-06-16 03:39:08,7420Z,PHOTOS ET VIDEOS POUR MARQUES  OFFICES DE TOURISME  HOTELS  MARIAGES  ETC  CREATRICE DE CONTENU RESEAUX SOCIAUX  BLOGEUSE  COMMUNITY MANAGER,01P,M,99,
J00010290708,2022-06-16 03:44:09,4776Z,COMMERCE DE DETAIL DE FLEURS  GRAINES  PLANTES  ENGRAIS  ANIMAUX DE COMPAGNIE ET ALIMENTS POUR ANIMAUX,01P,M,10,
J00010336089,2022-06-27 19:38:00,5621Z,TRAITEUR A DOMICILE,01P,C,99,
J00010337129,2022-06-27 19:39:16,6820A,ACTIVITE COMMERCIALE  LOUER DES APPARTEMENTS OU MAISON POUR ENSUITE LES EXPLOITER PAR LA LOCATION COURTE DUREE OU COLOCATION CODE APE  6820A,01P,I,,
J00010315927,2022-06-22 19:38:15,9609Z,SERVICE DE SERVEUR A DOMICILE LORS D EVENEMENTS SPECIAUX,05P,M,04,
J00010186740,2022-05-24 03:49:32,7022Z,ORGANISATION D EVENEMENTS CULTURELS  SOUTIEN  CONSEIL ET GESTION ADMINISTRATIVE ,05P,X,,
J00010322089,2022-06-23 19:36:25,4531Z,APPORTEUSE D AFFAIRES COMMERCIALE PARE BRISE,01P,C,99,
J00010252849,2022-06-15 03:47:30,8121Z,MULTI SERVICES BATIMENT ET JARDIN  PETITS TRAVAUX D ENTRETIEN DE BRICOLAGE DANS LA MAISON ET LE JARDIN ,05P,M,99,
J00010284099,2022-06-15 03:47:39,5621Z,CUISINIER,01P,C,99,
J00010266997,2022-06-11 03:43:40,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010305068,2022-06-20 19:36:01,9602A,COIFFURE A DOMICILE ,01P,M,99,
J00010310092,2022-06-21 19:35:22,6820A,LMNP,01P,I,,
J00010237246,2022-06-07 16:55:49,4334Z,PEINTURE INTERIEUR EXTERIEUR  POSE DE SOLS  POSE DE BANDES  POSE DE REVETEMENT MURALE  RAGREAGE,01P,M,14,
J00010302529,2022-06-20 17:00:15,9529Z,VENTE DE CREATIONS DES ARTS DU FIL ET SERVICES DE RETOUCHES,54P,X,,
J00010118131,2022-05-06 19:33:11,8690D,INFIRMIERE LIBERALE REMPLACANTE,05P,L,,
J00010332948,2022-06-26 19:32:18,8121Z,HOMME TOUTES MAINS SERVICES A LA PERSONNE,05P,M,99,
J00010328128,2022-06-27 09:25:52,4939A,CHAUFFEUR DE BUS AUTOCAR SANS POSSESSION DU BUS AUTOCAR  PRESTATION DE CONDUITE UNIQUEMENT ,01P,X,,
J00010243863,2022-06-07 19:36:00,4619B,AUTRES INTERMEDIAIRE DU COMMERCE EN PRODUITS DIVERS NON REGLEMENTE,01P,C,09,
J00010321768,2022-06-23 19:35:58,8121Z,TOUT TYPES DE NETTOYAGE A DOMICILE,01P,M,99,
J00010228260,2022-06-06 19:32:23,9609Z,RELATION D AIDE  ACCOMPAGNEMENT PSYCHOLOGIQUE,05P,X,,
J00010239580,2022-06-06 19:32:30,4339Z,PETITE MACONNERIE  TERRASSEMENT VRD,01P,M,14,
J00010304657,2022-06-20 19:37:45,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010227866,2022-06-02 19:37:29,5911A,PRODUCTION ET REALISATION D EMISSION LIVE A DESTINATION DU WEB,01P,X,,
J00010304707,2022-06-20 19:37:48,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010305092,2022-06-20 19:35:59,7022Z,CONSEIL EN RELATION CLIENT,01P,X,,
J00010304772,2022-06-20 19:36:07,9604Z,MODELAGE MASSAGE SANS APPLICATION DE PRODUITS SUR LA PEAU,05P,X,,
J00010142081,2022-05-12 19:38:13,9609Z,GARDE A DOMICILE D ANIMAUX DE COMPAGNIE,01P,M,99,
J00010201150,2022-05-27 03:35:41,9003B,CREATION ARTISTIQUES,01P,X,,
J00010157550,2022-05-27 03:35:50,3250A,PROTHESISTE DENTAIRE,01P,M,04,
J00010227650,2022-06-02 19:37:18,6209Z,INFRASTRUCTURES INFORMATIQUES,01M,C,99,
J00010186260,2022-05-24 16:22:11,1419Z,CREATION D ARTICLES DE COUTURE  DIVERS SACS ET ACCESSOIRES ET ARTICLES DECORATIFS ,05P,M,04,
J00010273589,2022-06-13 19:34:28,5320Z,LIVREUR REPAS A DOMICILE,01P,X,,
J00010258309,2022-06-13 19:34:34,4334Z,TOUS TRAVAUX DE PEINTURE EN INTERIEUR ET EXTERIEUR  D AMENAGEMENT INTERIEUR ET DE DECORATION  NOTAMMENT REVETEMENTS DE SOLS,01P,M,14,
J00010326767,2022-06-24 19:33:37,5320Z,53 20Z AUTRES ACTIVITE DE POSTE ET DE COURRIER,01P,X,,
J00010305738,2022-06-20 19:36:34,6202A,CONSEIL EN INFORMATIQUE,01P,X,,
J00010326817,2022-06-24 19:33:43,4619B,AUTRE INTERMEDIAIRES DU COMMERCE EN PRODUITS DIVERS,01P,C,99,
J00010207017,2022-06-24 19:33:44,5320Z,LIVREUR DE REPAS A DOMICILE,01P,C,99,
J00010327187,2022-06-24 19:33:57,7490A,CONSEIL EN RENOVATION IMMOBILIERE,01P,X,,
J00010310852,2022-06-21 19:36:23,7420Z,PRESTATION DE PHOTOGRAPHIE ET DE VIDEO  MONTAGE NUMERIQUE,01P,C,04,
J00010133411,2022-05-11 03:42:33,9609Z,FOURNIR MES SERVICES EN QUALITE DE SERVEUSE BARMAID  EN QUALITE D ACCOMPAGNANTE A L ENSEIGNEMENT  EN QUALITE DE TRADUCTRICE,01P,X,,
J00010332922,2022-06-26 19:32:18,8551Z,ENSEIGNEMENTS DE LA PRATIQUE DU YOGA,01P,X,,
J00010297489,2022-06-17 19:34:39,7022Z,CONSEIL DOMAINE LOGISTIQUE OU BTP OU ENERGIE   ACCROCHE COMMERCIALE DE LA CLIENTELE  PROSPECTION CLIENTELE   APPEL D OFFRES,01P,X,,
J00010118321,2022-05-06 19:33:22,4939A,CHAUFFEUR DE BUS SANS POSSESSION DU BUS  PRESTATION DE CONDUITE UNIQUEMENT ,01P,X,,
J00010326288,2022-06-24 19:33:11,6831Z,IMMOBILIER,01P,R,,
J00010326528,2022-06-24 19:33:17,7420Z,PHOTOGRAPHIE DE PANORAMIQUES A 360 DEGRES  PHOTOGRAPHE D ILLUSTRATION,01P,M,99,
J00010126191,2022-05-09 19:36:36,9609Z,VOITURIER   JOCKEY,01P,X,,
J00010245769,2022-06-23 03:50:33,7410Z,CREATION D ILLUSTRATIONS DIGITALES  VENTE EN LIGNE ET EN DIRECT  OFFRE DE SERVICE GRAPHIQUE POUR LES ENTREPRISES ET LES PARTICULIERS,01P,X,,
J00010201176,2022-05-27 03:35:46,4791A,VENTE EN LIGNE,01P,C,99,
J00010201226,2022-05-27 03:35:48,4399C,MACONNERIE GENERALE,01P,M,14,
J00010304897,2022-06-20 19:38:02,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010239960,2022-06-06 19:32:58,9602B,PROTHESISTE ONGULAIRES   EXTENSIONS DE CILS,05P,M,99,
J00010143931,2022-05-12 19:41:15,0149Z,ELEVAGE D AUTRES ANIMAUX,01P,A,,
J00010144061,2022-05-12 19:41:22,4334Z,PEINTRE APPLICATEUR DE REVETEMENT,05P,M,14,
J00010273829,2022-06-13 19:34:40,9609Z,CONCIERGERIE  JE SOUHAITES PROPOSER MES SERVICES POUR LE PORTAGE DE COURSE  VEILLE SUR RESIDENCES SECONDAIRES  PREPARATION ARRIVEE,01P,X,,
J00010274199,2022-06-13 19:34:54,5320Z,LIVREUR UBER EATS,01P,C,99,
J00010187623,2022-06-02 09:17:44,7410Z,MON ACTIVITE CONSISTE A CREER  LOUER ET VENDRE DES CAFTANS   DES ROBES  ET DES ACCESSOIRES   ,01P,C,99,
J00010326312,2022-06-24 19:33:12,4399D,OUVERTURE DE BLOC  ESCALADE ,01P,X,,
J00010326502,2022-06-24 19:33:14,4942Z,DEMENAGEMENT ET TRANSPORT,01P,C,99,
J00010292548,2022-06-16 19:33:25,1392Z,FABRICATION ARTICLES EN TISSU  VENTE D ARTICLES DE MERCERIE ET PAPETERIE,05P,M,04,
J00010297869,2022-06-17 19:34:57,1392Z,CREATION ET VENTE D OBJETS EN LAINE  EN RESINE,01P,M,04,
J00010289999,2022-06-16 03:41:11,5911A,REALISATION DE FILMS VIDEOS ARTISTIQUES ET EVENEMENTIELS,05P,X,,
J00010119071,2022-05-06 19:33:56,7410Z,DESIGNER SANS DROIT D AUTEUR,01P,X,,
J00010266948,2022-06-11 03:43:23,7021Z,CREATION D ACTIVITE   GRAPHISTE ET COMMUNITY MANAGER  MATERIEL   PC SPECIFIQUE  MACBOOK   SMARTPHONE SPECIFIQUE IPHONE  LOGICIEL SUITE ADOBE,01P,X,,
J00010212710,2022-06-01 11:31:16,9602A,COIFFURE A DOMICILE,01P,M,99,
J00010240190,2022-06-06 19:33:18,9602B,PROTHESISTE ONGULAIRE,01P,M,99,
J00010272839,2022-06-13 19:35:07,8121Z,ACTIVITE DE MENAGE,01P,X,,
J00010200699,2022-06-13 19:35:07,9609Z,AIDE A LA PERSONNE,05P,X,,
J00010305878,2022-06-20 19:37:09,9001Z,PRESTATION ET SERVISE DE DANSE POUR PROFESSIONNELS ET PARTICULIERS,01P,X,,
J00010306058,2022-06-20 19:37:17,8551Z,COACH SPORTIF,01P,X,,
J00010306108,2022-06-20 19:37:20,6201Z,PRESTATIONS DE CONCEPTION  DE DEVELOPPEMENT ET D EXPLOITATION DE LOGICIELS INFORMATIQUES ,05P,X,,
J00010266922,2022-06-11 03:43:22,5610A,LA RESTAURATION  TOUS TYPES DE RESTAURATION  LA PREPARATION DE PLATS CUISINES  LA VENTE SUR PLACE  A EMPORTER  LA LIVRAISON A DOMICILE,01M,C,99,
J00010244333,2022-06-07 19:36:27,6831Z,NEGOCIATEUR IMMOBILIER,01P,R,,
J00010334787,2022-06-28 16:27:55,9529Z,PETIT BRICOLAGE,01P,X,,
J00010333367,2022-06-27 03:32:18,4791B,VENTE DE VETEMENTS SUR UN SITE INTERNET,01P,C,99,
J00010313088,2022-06-24 10:38:32,5320Z,LIVREUR DE REPAS A DOMICILE A VELO,01P,C,99,
J00010186443,2022-05-24 03:49:11,8211Z,SERVICES ADMINISTRATIFS A DOMICILE,01P,M,99,
J00010240026,2022-06-06 19:33:04,3213Z,CREATION DE BIJOUX FANTAISIE,01P,M,04,
J00010240166,2022-06-06 19:33:14,5610C,CONFECTION DE PLATS A DOMICILE DESTINES A ETRE EMPORTES,01P,M,04,
J00010290518,2022-06-16 03:41:52,8230Z,ORGANISATION D EVENEMENTS EN TOUS GENRES,01P,C,99,
J00010305902,2022-06-20 19:37:11,9609Z,COACHING EQUIN EDUCATION POUR EQUIDES  CONSEILS ET ANIMATIONS A PIEDS  A DESTINATION DES PROPRIETAIRES ET DES ANIMAUX  PAS D EQUITATION ,01P,M,99,
J00010306082,2022-06-20 19:37:19,7022Z,APPORT DE COMPETENCES ET CONSEIL AUX ENTREPRISES AFIN DE LES ACCOMPAGNER DANS LEURS DECISIONS  LEUR TRANSFORMATION ET LEUR EVOLUTION ,01P,X,,
J00010276202,2022-06-20 19:37:25,7022Z,CONSEIL ET FORMATION,01P,X,,
J00010237410,2022-06-07 19:34:52,5610C,VENTE DE REPAS A EMPORTER OU EN LIVRAISON,01P,X,,
J00010282168,2022-06-15 08:46:14,8121Z,TRAVAUX DE PETIT BRICOLAGE SANS DIPLOME HOMME TOUTES MAINS,54P,M,99,
J00010147031,2022-05-13 11:32:42,5320Z,COURSIER A 2 ROUES,01P,C,99,
J00010245439,2022-06-13 19:35:14,8121Z,NETTOYAGE DES LOCAUX PROFESSIONNELS,05P,M,99,
J00010274579,2022-06-13 19:35:21,9602B,TECHNICIENNE EXTENSIONS DE CILS,01P,M,99,
J00010275089,2022-06-13 19:35:37,9609Z,SOPHROLOGIE  FORMATION,05P,X,,
J00010306538,2022-06-20 19:37:43,7410Z,ARCHITECTE D INTERIEUR,01P,X,,
J00010305548,2022-06-20 19:37:51,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010319697,2022-06-23 11:31:33,6820A,LOCATION BIEN MEUBLE,01P,I,,
J00010244853,2022-06-07 19:37:13,4791A,VENTE EN LIGNE,01P,C,99,
J00010244903,2022-06-07 19:37:19,9609Z,VOITURIER,01P,C,99,
J00010213973,2022-06-01 04:02:15,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010214013,2022-06-01 04:02:18,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010203438,2022-06-24 19:33:45,9001Z,CONFERENCIER,01P,X,,
J00010298289,2022-06-17 19:35:31,7022Z,CONSEIL AUX ENTREPRISES EN FORMATION  AUDITS  ET ACCOMPAGNEMENT,01P,X,,
J00010298339,2022-06-17 19:35:35,8220Z,ACTIVITES DE CENTRE D APPEL  CODE APE 8220Z,01P,C,99,
J00010298529,2022-06-17 19:35:44,6312Z,PRODUCT MANAGER CADRAGE FONCTIONNELLE ET TECHNIQUE CONSTRUCTION DEPLOIEMENT ET EXPLOITATION DE PLATEFORMES WEB,05P,C,99,
J00010331858,2022-06-26 03:32:51,4791B,VENTE EN LIGNE OU SUR MARCHES DE PETITS PRODUITS DE MOBILIER DE LA MAISON FABRIQUES A PARTIR DE RAPHIA ET ACHETES DEJA FINIS ,01P,C,99,
J00010306512,2022-06-20 19:37:45,3213Z,CREATION DE BIJOUX,01P,M,04,
J00010175123,2022-05-24 18:13:32,8552Z,PROFESSEUR INDEPENDANT DE DANSE,05P,X,,
J00010332369,2022-06-26 19:31:44,8211Z,PRESTATION DE SERVICE DANS LE DOMAINE DU SECRETARIAT MEDICAL  PRISE D APPEL  REDACTION DE COURRIER ,01P,M,99,
J00010093862,2022-06-24 11:08:28,5630Z,LA VENTE A EMPORTER EN BUVETTE ET BAR EPHEMERE   PRINCIPALEMENT EN EVENEMENTIEL   ,,C,10,
J00010326932,2022-06-24 19:33:49,4619B,AUTRES INTERMEDIAIRE DU COMMERCE EN PRODUITS DIVERS NON REGLEMENTE,01P,C,09,
J00010253003,2022-06-09 03:46:11,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010252260,2022-06-09 10:02:49,7729Z,ENTREPRISE DE LOCATION DE MATERIEL DE SONORISATION ET SONORISATION D EVENEMENTS   ORGANISATION PONCTUELLES D EVENEMENTS MUSICAUX A BUT LUCRA,,C,99,
J00010253623,2022-06-09 03:46:30,6820A,LOUEUR EN MEUBLE NON PROFESSIONNEL,01P,I,,
J00010322709,2022-06-23 19:37:01,8121Z,MULTISERVICES,05P,M,99,
J00010307429,2022-06-21 06:47:29,6311Z,AFFILIATION MARKETING SUR INTERNET,01P,X,,
J00010338317,2022-06-28 04:31:13,5610C,RESTAURATION RAPIDE STREET FOOD THAI INDIEN,05P,C,99,
J00010264877,2022-06-13 10:10:03,8211Z,GERER LES TACHES ADMINISTRATIVES D UNE ENTREPRISE  ET AIDER A GERER DES DOCUMENTS RELEVANT DE LA VIE QUOTIDIENNE DE NOS CLIENTS ,01P,X,,
J00010287712,2022-06-15 19:33:58,9329Z,ANIMATEUR DE SOIREE DANSANTE,05P,X,,
J00010219806,2022-06-02 04:02:03,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010288199,2022-06-15 19:36:22,7021Z,CONSEILS MARKETING WEB ET RESEAUX SOCIAUX,01P,X,,
J00010222446,2022-06-02 04:02:07,3109B,TAPISSIER D AMEUBLEMENT  REFECTION DE SIEGES  GARNISSAGE  RECOUVERTURE  OUTILLAGE TRADITIONNEL OU CONTEMPORAIN,01P,M,04,
J00010301919,2022-06-19 03:32:00,3299Z,FABRICATION OBJETS DECORATIFS,01P,C,99,
J00010279768,2022-06-14 19:35:08,8559B,ENSEIGNEMENT,01P,X,,
J00010290039,2022-06-16 03:41:22,7112B,CONSULTANT POUR SERVICE DE CONSEILS TECHNIQUES EN BATIMENT,01P,X,,
J00010222750,2022-06-02 04:02:36,7022Z,CONSEIL POUR LES AFFAIRES ET CONSEILS DE GESTION,05P,M,99,
J00010311009,2022-06-23 11:31:45,8211Z,ACTIVITES COMBINEES DE BUREAU POUR UNE SOCIETE DONT JE SUIS ACTIONNAIRE EN BELGIQUE  YELOMEX SPRL TVA BE0685 426348 ,01P,M,99,
J00010273019,2022-06-23 19:33:41,1419Z,CONFECTION DE PRODUITS PERSONNALISES,01P,C,99,
J00010313112,2022-06-22 04:11:55,6910Z,CONSEILS JURIDIQUES ET AUTRE,01P,X,,
J00010284107,2022-06-23 03:50:36,5911B,PRODUCTION ET REALISATION DE CLIPS VIDEO,01P,X,,
J00010307049,2022-06-21 03:42:42,6201Z,CREATION ET REFONTE DE SITE INTERNET,01P,X,,
J00010318459,2022-06-23 03:53:49,4520A,MECANIQUE SIMPLE  VENTE DE PIECES D OCCASION ET NEUF  NETTOYAGE DE VEHICULE,01P,M,99,
J00010220226,2022-06-02 04:02:40,3109B,MENUISERIE  FABRICATION ET POSE DE MEUBLES ET TOUS TYPES CONSTRUCTIONS EN BOIS ,01P,M,04,
J00010281962,2022-06-14 19:39:02,5920Z,ENREGISTREMENT SONORE ET EDITION MUSICALE   APE  5920Z  ENREGISTREMENT DE VOIX OFF POUR LA PUBLICITE ,05P,X,,
J00010300382,2022-06-18 03:57:46,4339Z,NETTOYAGE ET FINITION DE L HABITAT,01P,M,99,
J00010292498,2022-06-17 08:31:36,4791A,ACHAT REVENTE E COMMERCE,,C,99,
J00010338697,2022-06-28 04:31:42,7022Z,SERVICE DE CONSEIL AUX PARTICULIERS ET AUX ENTREPRISES,01P,X,,
J00010325637,2022-06-27 14:10:40,4721Z,ACHAT ET VENTE DE FRUITS ET LEGUMES,01P,C,16,
J00010289312,2022-06-16 13:49:38,0124Z,CULTURE DE FRUITS A PEPINS ET A NOYAU,54P,A,,
J00010142651,2022-05-12 19:39:14,8211Z,GESTION ADMINISTRATIVES,01P,M,99,
J00010264539,2022-06-10 19:37:56,7022Z,CONSEIL EN STRATEGIE D ENTREPRISE,01P,X,,
J00010199883,2022-05-30 14:30:31,3312Z,REPARATION ENTRETIEN MACHINES ET EQUIPEMENTS MECANIQUES,05P,M,99,
J00010268639,2022-06-11 08:31:45,7420Z,PHOTOGRAPHE,01P,X,,
J00010289379,2022-06-15 19:35:54,7410Z,GRAPHISTE  CREATION D IDENTITE VISUELLE  DE LOGOS  ETC    ,01P,X,,
J00010271229,2022-06-12 19:31:35,7410Z,GRAPHISTE CREER DES CONTENUS VISUELS ESTHETIQUEMENT ATTIRANTS  QUI VEHICULENT UNE IDEE OU UN MESSAGE POUR LE PUBLIC CIBLE,01P,X,,
J00010271419,2022-06-12 19:31:49,5320Z,LIVREUR,01P,C,99,
J00010172658,2022-06-23 19:35:06,6820A,LOCATION AIRBNB JUSQU A 90 JOURS PAR AN,01P,I,,
J00010343887,2022-06-28 19:35:21,6201Z,ANIMATION WEB,01P,X,,
J00010293629,2022-06-16 19:34:32,7490B,CONSEIL EN DEVELOPPEMENT DURABLE ET CLIMAT,01P,X,,
J00010106201,2022-05-04 19:33:04,5320Z,LIVRAISON DE REPAS A DOMICILE A VELO,01P,C,99,
J00010187953,2022-05-24 19:32:54,9602B,BEAUTE DES ONGLES,01P,M,99,
J00010280287,2022-06-14 19:36:35,0149Z,ELEVAGE D AUTRES ANIMAUX,01P,A,,
J00010223006,2022-06-02 04:02:55,7721Z,LOCATION DE BATEAU SUR LE BASSIN D ARCACHON  PRISE EN MAIN  CONTRAT DE LOCATION  REGLEMENTS ET RETOURS DE LOCATIONS   ET GESTION LOCATIVE ,01P,C,99,
J00010106631,2022-05-12 19:37:08,9601B,ACTIVITE DE LAVERIE AUTOMATIQUES,01M,C,99,
J00010141521,2022-05-12 19:37:11,1413Z,CREATION EN COUTURE DE VETEMENTS BEBE ENFANT,01P,M,04,
J00010143071,2022-05-12 19:39:35,7021Z,COMMUNITY MANAGER,05P,X,,
J00010206753,2022-05-31 04:12:51,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010208163,2022-05-31 04:13:14,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010208353,2022-05-31 04:13:16,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010169431,2022-05-19 08:34:30,5320Z,COURSE A DOMICILE,05P,X,,
J00010311272,2022-06-22 09:20:13,5610C,ROTISSERIE AMBULANTE,54P,C,99,
J00010322519,2022-06-23 19:36:49,7022Z,SERVICES ET CONSEILS AUX ENTREPRISES ET ORGANISATIONS,01P,X,,
J00010215150,2022-06-01 04:07:16,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010286847,2022-06-16 10:23:27,4311Z,TOUS TRAVAUX DEMOLITION  LIVRAISON SUR CHANTIER EN BERLINGOT  NETTOYAGE CHANTIER  DEBARRASAGE CHANTIER,01P,M,14,
J00010317642,2022-06-22 19:40:17,4782Z,COMMERCE DE DETAIL DE TEXTILES  D HABILLEMENT ET DE CHAUSSURES  ACCESSOIRES  BIJOUX SUR EVENTAIRES ET MARCHES,05P,C,16,
J00010265619,2022-06-10 19:38:25,7420Z,PHOTOGRAPHIE  TRAITEMENT DE L IMAGE  TIRAGE PHOTO  PRODUCTION DE MUSIQUE,01P,X,,
J00010309458,2022-06-23 11:31:42,4520A,SERVICES TECHNIQUES AUTOMOBILES  VENTES ET REPARATIONS  SERVICES DE DEPANNAGES ET ENTRETIEN TECHNIQUES AUX ENTREPRISES ET AUX PARTICULIERS ,05P,M,99,
J00010332732,2022-06-27 09:30:09,9511Z,DEPANNAGE INFORMATIQUE  INSTALLATION DE NOUVEAUX EQUIPEMENTS  MISE EN FONCTION  SUIVI ET REPARATION DE MATERIELS ET DE LOGICIELS ,01P,M,99,
J00010130441,2022-05-11 14:28:57,4771Z,VENTE DE VETEMENTS ET ACCESOIRES,05P,C,16,
J00010231066,2022-06-03 16:55:33,1413Z,CREATION DE VETEMENTS,05P,M,04,
J00010344257,2022-06-28 19:35:33,8121Z,ENTRETIEN DE PROPRETE  MENAGE POUR PROFESSIONNEL ET PARTICULIERS,01P,X,,
J00010137081,2022-05-12 03:38:36,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010139061,2022-05-12 03:38:40,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010139111,2022-05-12 03:38:42,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010315992,2022-06-23 19:36:39,7711B,LOCATION DE VEHICULES PERSONNELS A DES CHAUFFEURS VTC,01P,C,99,
J00010245116,2022-06-07 19:37:30,9602B,STYLISTE ONGULAIRE,01P,C,10,
J00010343648,2022-06-28 19:35:01,6619B,CONSULTANT EN FISCALITE,01P,X,,
J00010216026,2022-06-01 04:07:40,8211Z,ASSISTANAT ADMINISTRATIF,01P,L,,
J00010182459,2022-06-11 03:50:12,4799A,VENTE A DOMICILE ET A DISTANCE DE VETEMENTS POUR FEMMES ET ENFANTS,01P,C,99,
J00010270668,2022-06-12 03:36:45,9602B,POSE DE PROTHESES D ONGLES ET EXTENSIONS DE CILS,01P,M,99,
J00010213213,2022-06-01 13:50:37,3832Z,RECUPERATION DE DECHETS TRIES,05P,X,,
J00010287829,2022-06-15 19:34:09,4619B,PLACEMENTS DE PRODUITS POUR DES ENTREPRISES ,01P,X,,
J00010272037,2022-06-13 03:32:10,8622C,MEDECIN SPECIALISTE  PNEUMOLOGUE  REMPLACANT,01P,L,,
J00010216190,2022-06-01 04:07:59,4771Z,VENTE VETEMENTS EN LIGNE,01P,C,99,
J00010122661,2022-05-10 11:31:32,4791B,VENTE DE BIJOUX EN LIGNE,05P,C,99,
J00010184950,2022-05-24 03:46:16,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010185270,2022-05-24 03:46:25,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010185320,2022-05-24 03:46:26,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010185510,2022-05-24 03:46:28,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010287647,2022-06-15 19:33:56,6820A,LOCATION D UN T1 MEUBLE SUR SAINT JEAN DE LUZ,01P,I,,
J00010113181,2022-05-06 10:31:37,4791A,VENTE A DISTANCE SUR CATALOGUE GENERAL  ACHAT REVENTE EN LIGNE DES MARCHANDISES,05P,C,99,
J00010243509,2022-06-13 11:31:54,5911B,PRODUCTION DE FILMS AUDIOVISUELS   FICTION INSTITUTIONNEL,01P,C,04,
J00010333318,2022-06-28 14:24:45,4511Z,ACHAT  VENTE  TOUS VEHICULES MOTORISE,01P,C,99,
J00010338432,2022-06-28 04:31:22,7420Z,PHOTOGRAPHIE DANS L EVENEMENTIEL,01P,X,,
J00010216166,2022-06-01 04:08:03,8690D,SOINS INFIRMIERS,01P,L,,
J00010264729,2022-06-13 09:39:11,8121Z,HOMME TOUTES MAINS,01P,M,99,
J00010211670,2022-05-31 16:31:28,7420Z,PHOTOGRAPHE,05P,M,04,
J00010211860,2022-05-31 16:31:44,9609Z,SERVICES PERSONNELS,05P,X,,
J00010106771,2022-05-04 19:34:12,0161Z,TRAVAUX AGRICOLES,01P,C,,
J00010306157,2022-06-21 08:52:05,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010306397,2022-06-21 08:52:05,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010185056,2022-05-24 03:46:18,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010185106,2022-05-24 03:46:19,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010309532,2022-06-21 19:34:33,7420Z,REALISATION DE PHOTOS DE BIENS IMMOBILIERS POUR LE COMPTE D AGENCES IMMOBILIERES,01P,M,99,
J00010302537,2022-06-19 19:31:37,3811Z,RECUPERATIONS DU FERRAILLE  RECUPERATIONS D EPAVE AUTOMOBILES  ,05P,X,,
J00010302677,2022-06-19 19:31:48,8690E,OSTEOPATHE,01P,X,,
J00010302727,2022-06-19 19:31:53,3109B,FABRICATION D OBJETS DE DECORATION EN METAL ET CUIVRE A PARTIR DE VIEUX PULVERISATEURS EN CUIVRE,01P,M,04,
J00010207736,2022-05-31 16:31:39,4777Z,VENTE DE BIJOUX,01P,C,10,
J00010286532,2022-06-23 03:50:32,5610A,BRASSERIE RESTAURANT,01P,C,99,
J00010208593,2022-05-31 04:21:06,9602B,ESTHETICIENNE A DOMICILE,01P,M,99,
J00010343788,2022-06-28 19:35:15,1812Z,REALISATIONS DE T SHIRTS PERSONNALISER GRACE A LA TECHNIQUE DE SERIGRAPHIE,01P,C,99,
